offer_title,price,price_per_meter,offer_type,floor,area,rooms,offer_type_of_building,market,city_name,voivodeship,month,year,population,longitude,latitude
Piekne m4 na Polesiu Tobaco Park z duzym balkonem,620000,8985.51,Private,3,69,3,Apartment Building,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
"69m2 , parter , Kraszewskiego",439000,6362.32,Estate Agency,0,69,3,Housing Block,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
OKAZJA! Housing Block 67m2 Park Staromiejski!,370000,5522.39,Estate Agency,2,67,3,Housing Block,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
"Mieszkanie 59,5m2",365000,6134.45,Private,4,59.5,3,Housing Block,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
"M-4, 52 mkw po remoncie, duĹĽy balkon, Marysin",362000,6961.54,Estate Agency,4,52,3,Housing Block,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
"Klimatyczne mieszkanie w kamienicy, 2 piÄ™tro, 94,5 mÂ˛",660000,6984.13,Private,2,94.5,3,Tenement,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
Mieszkanie 45 m2 Plac KoĹ›cielny,290000,6410.26,Private,1,45.24,3,Tenement,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
"M-4 na Teofilowie ul. Ĺanowa, wszystko nowe,kolor  roku 2022 veri peri",369000,8200,Private,1,45,3,Housing Block,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
Mieszkanie 3 pokoje 62m2 Chojny Gotowe do zamieszkania zielona okolica,495000,7983.87,Private,4,62,3,Housing Block,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
Mieszkanie 62m2 dogodna lokalizacja Widzew,400000,6451.61,Private,2,62,3,Housing Block,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
Mieszkanie 3 pokoje 68m,445000,6544.12,Private,3,68,3,Housing Block,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
"Syndyk: sprzedaĹĽ mieszkania 62,21 m2 ĹĂłdĹş, ul. Ofiarna 6",330000,5391.28,Estate Agency,1,61.21,3,Other,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
Sprzedam mieszkanie,630000,6148.14,Private,4,102.47,3,Tenement,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
M-4 Apartament/Polesie 71m2+duĹĽy taras,555000,7816.9,Estate Agency,5,71,3,Apartment Building,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
Sprzedam M4 Retkinia Polesie,419000,7759.26,Private,2,54,3,Housing Block,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
"Mieszkanie 3 pokoje, 57m2, Adwentowicza 17, Widzew",430000,7543.86,Private,1,57,3,Housing Block,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
Mieszkanie m4 62m2 Widzew bezpoĹ›rednio,430000,6935.48,Private,4,62,3,Housing Block,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
Sprzedam mieszkanie  w centrum,359000,6189.66,Private,8,58,3,Housing Block,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
"Sprzedam/zamienie 63m2 3 pokoje - Sporna, DoĹ‚y, BaĹ‚uty",379999,5671.63,Private,4,67,3,Housing Block,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
Mieszkanie ĹĂłdĹş Manhattan 3-pokoje 58m2,461000,7999.31,Private,10,57.63,3,Housing Block,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
"RADOGOSZCZ wschĂłd 65 m ,3 pokoje",480000,7384.62,Private,1,65,3,Housing Block,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
Mieszkanie 3 pokoje 53 metry ul.Wawelska,235000,4433.96,Private,1,53,3,Housing Block,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
Mieszkanie ul.TatrzaĹ„ska ĹĂłdĹş REZERWACJA,362000,6703.7,Private,1,54,3,Housing Block,aftermarket,ĹĂłdĹş,Lodzkie,February,2022,711332,19.4569911,51.7687323
Mieszkanie wĹ‚asnoĹ›ciowe do remontu z potencjaĹ‚em,330000,4962.41,Private,3,66.5,3,Housing Block,aftermarket,ĹÄ™czyca,Lodzkie,February,2022,14786,19.2015681,52.0593642
"Mieszkanie z balkonem 3 pokoje, Zalew",269900,4217.19,Estate Agency,4,64,3,Housing Block,aftermarket,ĹÄ™czyca,Lodzkie,February,2022,14786,19.2015681,52.0593642
"Sprzedam-zamieniÄ™, mieszkanie po generalnym remoncie",288000,6471.91,Private,1,44.5,3,Housing Block,aftermarket,AndrychĂłw,Lesser Poland,February,2022,21111,19.3436756,49.8555791
"Jasne mieszanie, 49 m2, 3 pokoje, Lenartowicza, AndrychĂłw",289000,5897.96,Private,3,49,3,Housing Block,aftermarket,AndrychĂłw,Lesser Poland,February,2022,21111,19.3436756,49.8555791
Sprzedam mieszkanie 3 pokojowe 51.4m.najlepsza lokalizacja.,318000,6186.77,Private,0,51.4,3,Housing Block,aftermarket,AndrychĂłw,Lesser Poland,February,2022,21111,19.3436756,49.8555791
Mieszkanie os. SĹ‚oneczne AndrychĂłw,609000,7518.52,Private,5,81,3,Housing Block,aftermarket,AndrychĂłw,Lesser Poland,February,2022,21111,19.3436756,49.8555791
Sprzedam Mieszkanie 3 pok. I-sze piÄ™tro 51m.,320000,6274.51,Private,1,51,3,Housing Block,aftermarket,AndrychĂłw,Lesser Poland,February,2022,21111,19.3436756,49.8555791
Sprzedam mieszkanie 3 pokojowe 56m2 WĹ‚Ăłkniarzy,359000,6410.71,Private,2,56,3,Housing Block,aftermarket,AndrychĂłw,Lesser Poland,February,2022,21111,19.3436756,49.8555791
"Mieszkanie 61.5m2, os. NiepodlegĹ‚oĹ›ci, Bochnia!",325000,5284.55,Private,3,61.5,3,Housing Block,aftermarket,Bochnia,Lesser Poland,February,2022,30219,20.430541,49.9693563
"Mieszkanie po generalnym remoncie, prawie 60 m2",370000,6166.67,Private,-1,60,3,Housing Block,aftermarket,Bochnia,Lesser Poland,February,2022,30219,20.430541,49.9693563
"sprzedam mieszkanie,wĹ‚aĹ›ciciel",284000,5855.67,Private,4,48.5,3,Housing Block,aftermarket,Brzesko,Lesser Poland,February,2022,17097,20.6068496,49.9678396
Mieszkanie Brzesko ul. Browarna,275000,4741.38,Estate Agency,2,58,3,Housing Block,aftermarket,Brzesko,Lesser Poland,February,2022,17097,20.6068496,49.9678396
Mieszkanie 60m2 na sprzedaĹĽ,482000,8000,Private,1,60.25,3,Housing Block,aftermarket,Brzesko,Lesser Poland,February,2022,17097,20.6068496,49.9678396
"Mieszkanie - 3 pokoje, po remoncie, Brzesko",354999,7717.37,Private,4,46,3,Housing Block,aftermarket,Brzesko,Lesser Poland,February,2022,17097,20.6068496,49.9678396
Mieszkanie 3 pokojowe 63 m w Brzesku,330000,5238.1,Private,3,63,3,Housing Block,aftermarket,Brzesko,Lesser Poland,February,2022,17097,20.6068496,49.9678396
"TrzebiĹ„ska, I piÄ™tro, 3-pok, Nowa kuchnia, OKAZJA",339750,5373.24,Estate Agency,1,63.23,3,Housing Block,aftermarket,ChrzanĂłw,Lesser Poland,February,2022,38117,19.4028502,50.1411926
Mieszkanie 3 pokoje,340000,5573.77,Private,1,61,3,Housing Block,aftermarket,ChrzanĂłw,Lesser Poland,February,2022,38117,19.4028502,50.1411926
Wygodne mieszkanie na pierwszym piÄ™trze!,265000,5466.17,Private,1,48.48,3,Housing Block,aftermarket,ChrzanĂłw,Lesser Poland,February,2022,38117,19.4028502,50.1411926
Sprzedam mieszkanie w Chrzanowie na osiedlu NiepodlegĹ‚oĹ›ci,440000,6027.4,Private,1,73,3,Housing Block,aftermarket,ChrzanĂłw,Lesser Poland,February,2022,38117,19.4028502,50.1411926
Sprzedam mieszkanie - stan do wprowadzenia,329000,5429.04,Private,4,60.6,3,Housing Block,aftermarket,ChrzanĂłw,Lesser Poland,February,2022,38117,19.4028502,50.1411926
"Zadbane M4, Ĺ›wietna lokalizacja, cena do negocjacji",324000,5355.37,Private,3,60.5,3,Housing Block,aftermarket,ChrzanĂłw,Lesser Poland,February,2022,38117,19.4028502,50.1411926
"Sprzedam trzypokojowe mieszkanie o pow. 73m2, na osiedlu TrzebiĹ„ska",390000,5342.47,Private,3,73,3,Housing Block,aftermarket,ChrzanĂłw,Lesser Poland,February,2022,38117,19.4028502,50.1411926
"Mieszkanie Dobczyce 72.5m, wysoki standard, umeblowane, bez poĹ›rednika",579000,7986.21,Private,1,72.5,3,Housing Block,aftermarket,Dobczyce,Lesser Poland,February,2022,6469,20.0905415,49.8803432
Mieszkanie na sprzedaĹĽ Gorlice SĹ‚oneczna,260000,5531.91,Private,3,47,3,Housing Block,aftermarket,Gorlice,Lesser Poland,February,2022,28415,21.1593832,49.65829
"Sprzedam MIESZKANIE 50,95m2 + GARAĹ»",285000,5593.72,Estate Agency,4,50.95,3,Housing Block,aftermarket,Gorlice,Lesser Poland,February,2022,28415,21.1593832,49.65829
Mieszkanie Gorlice,282000,4700,Private,4,60,3,Housing Block,aftermarket,Gorlice,Lesser Poland,February,2022,28415,21.1593832,49.65829
Sprzedam mieszkanie,435000,7909.09,Private,0,55,3,Housing Block,aftermarket,GrĂłjec,Masovia,February,2022,16197,20.8675017,51.8655126
Sprzedam Dwupoziomowe Mieszkanie w centrum GrĂłjca,345000,5948.28,Private,2,58,3,Tenement,aftermarket,GrĂłjec,Masovia,February,2022,16197,20.8675017,51.8655126
Sprzedam mieszkanie,510000,7968.75,Private,2,64,3,Housing Block,aftermarket,GrĂłjec,Masovia,February,2022,16197,20.8675017,51.8655126
"Mieszkanie 69,5 m2",500000,7194.24,Private,0,69.5,3,Housing Block,aftermarket,GrĂłjec,Masovia,February,2022,16197,20.8675017,51.8655126
"Klimatyzowane mieszkanie 80,65m2 Kasztanowa",519000,6435.21,Private,1,80.65,3,Housing Block,aftermarket,GrĂłjec,Masovia,February,2022,16197,20.8675017,51.8655126
65 m stan deweloperski w centrum GrĂłjca,379000,5830.77,Estate Agency,2,65,3,Housing Block,aftermarket,GrĂłjec,Masovia,February,2022,16197,20.8675017,51.8655126
Mieszkanie 3 pokojowe,370000,6727.27,Private,0,55,3,Housing Block,aftermarket,GrĂłjec,Masovia,February,2022,16197,20.8675017,51.8655126
"BEZPOĹšREDNIO, Nowe, Do koĹ„ca Lutego!! Koszykarska - PĹ‚aszĂłw",599000,10327.59,Estate Agency,1,58,3,Apartment Building,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"KrakĂłw CzyĹĽyny os. Dywizjonu 303, do generalnego remontu",543000,8701.92,Estate Agency,4,62.4,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"3 pok.z osobnÄ… kuchniÄ… i loggiÄ…, os.Dywizjonu 303, CzyĹĽyny/ Nowa Huta",565000,9112.9,Estate Agency,1,62,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
OdrzaĹ„ska 47m od wĹ‚aĹ›ciciela,495000,10334.03,Private,8,47.9,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"Mieszkanie 3 pokoje + kuchnia, kameralne osiedle z 2001 r. DuĹĽa GĂłra",659000,7996.6,Estate Agency,0,82.41,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
Jasne i przytulne mieszkanie Os. Ogrodowym,649000,10301.59,Private,3,63,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"Olsza, 3-pok. Po generalnym remoncie!, 45 m2, ul. Ĺ»wirki i Wigury",547000,12155.56,Private,10,45,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"ĹšLICZNE, wyjÄ…tkowe TBS, 3 pokoje, 2 balkony, 2 miejsca garaĹĽ., piwnica",319900,4154.55,Estate Agency,3,77,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
HIT os.OĹšWIECENIA - 3 pokoje + balkon+ garderoba,670000,9054.05,Private,0,74,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"Prywatnie Aleja Pokoju, 3 pokoje, 67m, 2 tarasy, komĂłrka i garaĹĽ",889000,13274.6,Private,1,66.97,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"BezpoĹ›rednio, Ĺ›wietnie, skomunikowane 3 pokoje, KW, garaĹĽ w cenie",618000,10955.5,Private,2,56.41,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"Sprzedam mieszkanie 67,7 m2 - KrakĂłw, os. Teatralne",569000,8404.73,Private,0,67.7,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"Nowe, 58,5 m2, z ogrĂłdkiem 24 m2, Kliny Zacisze, sprzeda wĹ‚aĹ›ciciel.",550000,9401.71,Private,0,58.5,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
3 Pokoje GrzegĂłrzki Park Taras Apartament KrakĂłw mieszkanie,899000,15588.69,Private,1,57.67,3,Apartment Building,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
Szprzedam sĹ‚oneczne mieszkanie KobierzyĹ„ska 20 KrakĂłw Tesco KAPELANKA,665989,14999.75,Private,1,44.4,3,Apartment Building,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
Mieszkanie 3 pokojowe z 2 garaĹĽami ul. RydlĂłwka 44,865000,12910.45,Private,5,67,3,Apartment Building,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"Ĺadne trzypokojowe mieszkanie, ul. Mostowa, Kazimierz",950000,14843.75,Estate Agency,2,64,3,Tenement,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"WyposaĹĽone, 3 pokojowe mieszkanie przy Parku Krowoderskim",598000,13288.89,Estate Agency,0,45,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"Osiedle Kolorowe - 50,4m2 3 pokoje wykoĹ„czone - CzyĹĽyny, Nowa Huta",549000,10892.86,Estate Agency,2,50.4,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
Sprzedam mieszkanie 64m w centrum Krakowa - WĹ‚aĹ›ciciel,899000,14046.88,Private,2,64,3,Tenement,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"PiÄ™kne, 3 pokojowe mieszkanie po remoncie na Krowodrzy",654000,13995.29,Estate Agency,5,46.73,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"8 331 zĹ‚/m2 Viva Piast, 3 pokoje z balkonem Winda, m.postojowe komĂłrka",465000,8331.84,Private,5,55.81,3,Apartment Building,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
MAMY KLUCZE! Bonarka | 3 pokoje | Balkon | M.Post. | Nowa Inwestycja,599000,10010.03,Private,2,59.84,3,Apartment Building,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
Ustawne 3 pokoje blisko BulwarĂłw WiĹ›lanych GOTOWE DO WEJĹšCIA,729000,11045.45,Private,1,66,3,Tenement,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
WYSOKI STANDARD! Ustawne 3 pokoje 2 balkony Winda Piasta Towers,649000,10992.55,Private,1,59.04,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"BezpoĹ›rednio, Krowodrza ul. RacĹ‚awicka 42 m2, 3-pok, Po remoncie!!",559000,13309.52,Private,0,42,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
BezpoĹ›rednio â€˘ Po remoncie i aranĹĽacji â€˘ GaraĹĽ â€˘ KomĂłrka â€˘ centrum KRK,1262500,13922.58,Estate Agency,1,90.68,3,Apartment Building,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"KurdwanĂłw 3 pokoje, oddzielna kuchnia, Ĺ‚azienka, WC, loggia, winda",495000,8236.27,Estate Agency,3,60.1,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"mieszkanie os. wysokie 48 m2, + piwnica 2m2+loggia 6m2",431952,8999,Private,9,48,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
Apartament z piÄ™knym widokiem!,1870000,18043.23,Private,1,103.64,3,Other,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"WyjÄ…tkowy, trzypokojowy apartament z ogrĂłdkiem",798000,12468.75,Estate Agency,0,64,3,Apartment Building,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"3 pokojowe na Ĺ»abiĹ„cu, Nowe Budownictwo, Wysoki Standard WykoĹ„czenia.",890000,13692.31,Estate Agency,4,65,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"Dworcowa/Wielicka! 48m2, 2 pokoje, Salon z aneksem. Gotowe, wyposaĹĽone",599000,12479.17,Private,4,48,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
KrĂłlewska 60 â€˘ BezpoĹ›rednio â€˘ Po remoncie i aranĹĽacji â€˘ Pod klucz,1364420,15598.72,Estate Agency,2,87.47,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
Na sprzedaĹĽ piÄ™kny apartament_StarowiĹ›lna_Centrum,920000,15328.22,Estate Agency,3,60.02,3,Tenement,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
Mieszkanie 63mÂ˛ os. Kolorowe,695000,11031.75,Private,4,63,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
Sprzedam mieszkanie trzypokojowe 60 m/2 w Krakowie ul. Szopkarzy,515000,8583.33,Estate Agency,2,60,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
BezpoĹ›rednio mieszkanie na sprzedaĹĽ 3 pokoje Wola Duchacka KurdwanĂłw,590000,9915.97,Private,2,59.5,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"dobra cena 7300/m2, 3 pokoje, 2 balkony, ul. StojaĹ‚owskiego, KurdwanĂłw",449000,7360.66,Estate Agency,4,61,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
Mieszkanie 3 pokojowe,605000,8670.11,Private,5,69.78,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"3 pokojowe, stan idealny, 2018, ul. Henryka i Karola CzeczĂłw",568000,8822.62,Estate Agency,1,64.38,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
3 pokoje/wysoki standard/Housing Block z 2016 roku/Krowodrza,760000,12881.36,Estate Agency,5,59,3,Apartment Building,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"Mieszkanie ul. GĹ‚owackiego  KrakĂłw, garaĹĽ.",978000,14711.19,Private,4,66.48,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
3-pokoje po remoncie os. na WzgĂłrzach - PL ENG - 20494/OMS,425000,9042.55,Estate Agency,0,47,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
Do sprzedania 3-pokojowe mieszkanie (ul. BolesĹ‚awa CzerwieĹ„skiego),560000,11179.88,Private,2,50.09,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"Mieszkanie 3-pokojowe ul. Bajeczna , DÄ…bie , ĹšRĂ“DMIEĹšCIE",530000,10524.23,Private,2,50.36,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"Mieszkanie 3 pok. Osiedle Kazimierzowskie 54,26m2 400tyĹ›. zĹ‚",400000,7371.91,Estate Agency,4,54.26,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
Bardzo ustawne mieszkanie w Ĺ›wietnej lokalizacji!,549000,10477.1,Estate Agency,5,52.4,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
Sprzedam mieszkanie,550000,8730.16,Private,0,63,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
Sprzedam mieszkanie o funkcji biura,1099999,12941.16,Private,0,85,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
Sprzedam mieszkanie -bez poĹ›rednikĂłw,439000,11552.63,Private,2,38,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
KrakĂłw GrzegĂłrzki komfortowe 3 pok. 65m2 sprzedam,899000,13826.51,Private,5,65.02,3,Apartment Building,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
Sprzedam 73m2 Park LotnikĂłw Moje Eldorado II,1189000,16287.67,Private,2,73,3,Apartment Building,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"Kazimierz-Nad WisĹ‚Ä…, balkon,parking, PRYWATNIE",650000,12500,Estate Agency,1,52,3,Tenement,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
Sprzedam KrakĂłw -PodgĂłrze ul. Bochenka 12 c -  62m2 stan deweloperski.,620000,10000,Private,1,62,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"3-pokojowe mieszkanie, Osada Rzymska, Bronowice Wielkie",599000,10435.54,Estate Agency,1,57.4,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"KrakĂłw-Ruczaj. mieszkanie 51m2, 3 pokojowe, 2002r",495000,9667.97,Estate Agency,2,51.2,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"Sprzedam mieszkanie w Ĺ›wietnej lok. Krakowa, super komfort",916250,12500,Private,7,73.3,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"2-pokojowe mieszkanie z obszernym balkonem, Ruczaj, na wyĹ‚Ä…cznoĹ›Ä‡",690000,12801.48,Estate Agency,1,53.9,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
BezpoĹ›rednio! 3-pok mieszkanie 62 m2 ul. CheĹ‚moĹ„skiego na sprzedaĹĽ,720000,11612.9,Estate Agency,0,62,3,Other,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
Mieszkanie 2 pok + salon z kuchnia 43m os. AlbertyĹ„skie,475000,11124.12,Estate Agency,9,42.7,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"Mieszkanie 3 pokojowe 78,5 m2 z komĂłrkÄ… i miejscem postojowym w hali",985000,12547.77,Estate Agency,10,78.5,3,Apartment Building,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
"PrÄ…dnik BiaĹ‚y, 3 pokoje, balkon, oddzielna kuchnia, piwnica, pow. 60m2",479000,7983.33,Estate Agency,4,60,3,Housing Block,aftermarket,KrakĂłw,Lesser Poland,February,2022,762508,19.9368564,50.0619474
